證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2405,浩鑫,"742,000","7,114,510",9.68,9.76,9.55,9.55,-0.15,299
2406,國碩,"1,026,000","9,699,130",9.48,9.58,9.37,9.40,-0.03,324
2408,南亞科,"7,059,000","415,425,200",59.50,59.80,58.00,59.70,+0.30,"4,127"
2409,友達,"39,198,000","296,089,210",7.58,7.65,7.43,7.60,+0.04,"7,028"
2412,中華電,"4,531,000","501,827,500",111.50,111.50,110.50,110.50,-0.50,"1,451"
2413,環科,"2,508,000","32,207,100",12.05,13.30,11.85,13.30,+1.20,779
2414,精技,"232,000","5,552,000",23.90,24.05,23.80,24.05,+0.20,130
2415,錩新,"528,000","8,597,200",16.05,16.70,15.80,16.55,+0.65,237
2417,圓剛,"6,520,000","90,913,800",13.90,14.10,13.70,13.70,-0.25,"1,581"
2419,仲琦,"277,000","5,510,200",20.10,20.10,19.75,19.95,+0.05,152
2420,新巨,"184,000","6,122,450",33.70,33.70,33.10,33.40,-0.05,109
2421,建準,"5,444,000","286,919,400",52.10,53.50,51.00,53.50,+2.10,"3,429"
2423,固緯,"241,000","5,670,400",23.60,23.80,23.40,23.65,+0.05,177
2424,隴華,"6,000","106,000",17.45,17.80,17.45,17.80,X0.00,5
2425,承啟,"117,000","2,815,100",24.40,24.50,23.85,24.00,-0.25,85
2426,鼎元,"969,000","13,082,950",13.75,13.75,13.35,13.45,-0.15,456
2427,三商電,"18,000","179,410",9.99,10.00,9.93,10.00, 0.00,14
2428,興勤,"447,000","38,171,300",85.80,86.60,83.70,86.40,+0.80,337
2429,銘旺科,"169,000","3,018,650",18.20,18.20,17.70,17.90,-0.15,98
2430,燦坤,"95,000","1,610,400",16.75,17.05,16.75,17.00,+0.10,55
2431,聯昌,"162,000","1,315,800",8.15,8.18,8.04,8.15,-0.03,85
2433,互盛電,"64,000","3,330,500",51.80,52.50,51.60,52.40,+0.40,49
2434,統懋,0,0,0.00,0.00,0.00,0.00, 0.00,0
2436,偉詮電,"793,000","20,793,300",26.25,26.45,25.85,26.40,+0.20,466
2438,翔耀,"75,000","412,370",5.50,5.56,5.40,5.50,-0.06,29
2439,美律,"1,573,000","207,310,000",130.50,133.50,130.00,133.50,+3.50,"1,077"
2440,太空梭,"15,000","129,010",8.51,8.69,8.51,8.69,+0.05,14
2441,超豐,"353,000","15,801,200",44.70,45.10,44.30,44.95,+0.15,203
2442,新美齊,"518,000","3,986,450",7.77,7.77,7.65,7.69,+0.05,181
2443,億麗,"28,000","79,810",2.85,2.90,2.83,2.85, 0.00,17
2444,兆勁,"1,441,000","21,541,200",15.15,15.50,14.70,14.95,-0.20,512
2448,晶電,"23,267,000","863,861,400",37.15,37.80,36.00,37.70,+1.05,"10,148"
2449,京元電子,"19,338,000","600,035,500",31.65,31.80,30.35,31.10,-0.50,"10,121"
2450,神腦,"84,000","2,338,600",28.00,28.00,27.75,27.95,+0.05,60
2451,創見,"959,000","67,466,000",70.10,71.00,69.70,70.90,+0.80,646
2453,凌群,"461,000","7,458,000",16.40,16.40,16.05,16.25,-0.05,192
2454,聯發科,"11,252,000","5,112,952,500",451.50,460.00,449.00,460.00,+18.00,"7,518"
2455,全新,"2,823,000","237,528,000",83.10,85.90,81.00,85.90,+2.90,"1,968"
2456,奇力新,"4,041,000","400,479,400",100.50,101.00,97.20,100.00,+0.10,"2,958"
2457,飛宏,"457,000","3,119,580",6.90,6.90,6.75,6.84,-0.11,176
2458,義隆,"3,366,000","307,834,700",91.70,93.00,90.10,92.70,+1.70,"2,104"
2459,敦吉,"121,000","4,901,650",40.70,40.75,40.20,40.70,+0.45,74
2460,建通,"81,000","634,690",7.86,7.88,7.81,7.88, 0.00,22
2461,光群雷,"564,000","8,087,850",14.50,14.50,14.25,14.30,-0.20,297
2462,良得電,"91,000","2,423,400",26.65,26.70,26.55,26.70,+0.05,40
2464,盟立,"491,000","18,187,250",37.30,37.35,36.90,37.10,+0.20,307
2465,麗臺,"301,000","2,710,430",9.03,9.11,8.90,9.02,-0.13,105
2466,冠西電,"46,000","1,329,900",28.85,28.95,28.85,28.95,+0.10,23
2467,志聖,"2,840,000","86,446,950",30.45,30.80,30.10,30.40,-0.05,"1,507"
2468,華經,"41,000","515,000",12.60,12.65,12.50,12.60,+0.05,32
2471,資通,"455,000","9,603,650",21.30,21.35,20.95,21.10,-0.20,231
2472,立隆電,"3,073,000","130,336,150",41.85,43.20,40.80,42.75,+0.90,"1,638"
2474,可成,"8,285,000","1,738,378,000",205.50,212.50,205.00,212.00,+7.00,"5,516"
2476,鉅祥,"161,000","3,181,150",19.95,19.95,19.70,19.75, 0.00,75
2477,美隆電,"13,000","275,300",21.00,21.30,21.00,21.30,+0.20,12
2478,大毅,"7,341,000","553,173,200",76.50,77.20,73.60,77.20,+1.30,"4,946"
2480,敦陽科,"1,645,000","110,774,600",65.90,68.20,65.90,68.10,+2.50,"1,101"
2481,強茂,"2,039,000","48,393,750",24.15,24.15,23.20,24.05,+0.10,"1,003"
2482,連宇,"433,000","4,955,500",11.20,11.60,11.20,11.55,+0.40,157
2483,百容,"99,000","1,930,450",19.75,19.75,19.40,19.45,-0.25,56
2484,希華,"3,611,000","78,278,350",21.35,21.90,21.00,21.80,+0.80,"1,639"
2485,兆赫,"485,000","7,683,550",16.05,16.10,15.60,16.00,+0.05,256
2486,一詮,"310,000","2,234,170",7.28,7.29,7.11,7.25,-0.04,86
2488,漢平,"93,000","2,625,750",28.15,28.35,28.10,28.30,+0.05,58
2489,瑞軒,"905,000","6,520,200",7.34,7.35,7.15,7.20,-0.13,314
2491,吉祥全,"140,000","1,099,620",7.70,7.94,7.70,7.89,+0.19,56
2492,華新科,"9,323,000","1,714,071,000",184.00,188.00,179.00,188.00,+4.00,"6,751"
2493,揚博,"1,676,000","57,980,150",34.60,34.85,34.20,34.80,+0.20,"1,037"
2495,普安,"183,000","2,101,150",11.45,11.55,11.45,11.55,+0.05,41
2496,卓越,"179,000","13,158,600",71.20,75.00,71.20,72.10,+1.70,135
2497,怡利電,"74,000","1,164,150",15.80,15.80,15.60,15.80,-0.15,45
2498,宏達電,"10,235,000","298,901,450",28.65,29.80,28.35,29.50,+1.40,"5,352"
2501,國建,"388,000","7,337,750",18.80,19.00,18.70,19.00,+0.25,207
2504,國產,"4,963,000","69,270,950",13.85,14.10,13.75,13.90, 0.00,"1,092"
2505,國揚,"5,067,000","108,077,650",20.90,21.60,20.80,21.30,+0.60,"1,920"
2506,太設,"24,000","216,240",9.04,9.04,8.98,9.03,-0.01,10
2509,全坤建,"40,000","804,450",19.90,20.20,19.90,20.20,+0.30,24
2511,太子,"1,151,000","11,099,980",9.68,9.73,9.61,9.65,-0.03,256
2514,龍邦,"62,000","874,200",14.00,14.20,13.95,14.20,+0.10,49
2515,中工,"2,421,000","16,284,840",6.79,6.79,6.68,6.75,+0.02,512
2516,新建,"18,000","84,050",4.68,4.71,4.65,4.69,+0.06,11
2520,冠德,"5,160,000","138,808,250",26.25,27.35,26.25,27.30,+1.35,"2,203"
2524,京城,"145,000","4,357,800",30.00,30.25,29.90,30.15,+0.30,88
2527,宏璟,"316,000","6,175,500",19.60,19.70,19.40,19.65,+0.25,127
2528,皇普,"38,000","761,100",20.05,20.05,20.00,20.05,+0.10,19
2530,華建,"176,000","2,819,300",16.00,16.25,15.80,16.20,+0.25,90
2534,宏盛,"518,000","8,838,650",17.05,17.25,16.90,17.15,+0.10,250
2535,達欣工,"671,000","14,451,650",21.60,21.65,21.45,21.60, 0.00,263
2536,宏普,"418,000","9,731,450",23.15,23.50,23.10,23.40,+0.30,169
2537,聯上發,"703,000","7,035,740",10.05,10.10,9.95,10.00, 0.00,221
2538,基泰,"194,000","1,911,070",9.82,9.95,9.77,9.92,+0.10,85
2539,櫻花建,"399,000","13,782,800",34.50,34.90,34.30,34.60,+0.10,140
2540,愛山林,"58,000","1,668,750",29.50,29.50,28.55,29.15,-0.10,27
2542,興富發,"1,535,000","67,477,900",44.00,44.15,43.75,44.15,+0.05,891
2543,皇昌,"2,000","13,100",6.55,6.55,6.55,6.55, 0.00,2
2545,皇翔,"146,000","4,820,800",32.95,33.15,32.80,33.10,+0.15,92
2546,根基,"130,000","5,008,350",38.25,38.75,38.20,38.70,+0.60,80
2547,日勝生,"537,000","5,283,840",9.90,9.90,9.76,9.86, 0.00,159
2548,華固,"1,044,000","96,766,100",92.00,93.00,92.00,93.00,+1.20,753
2597,潤弘,"80,000","4,903,300",61.10,61.60,60.80,61.50,+0.40,49
2601,益航,"1,052,000","9,858,260",9.38,9.44,9.30,9.40,+0.01,352
2603,長榮,"6,754,000","72,589,600",10.80,10.85,10.65,10.75, 0.00,"1,426"
2605,新興,"732,000","10,228,650",13.90,14.15,13.85,14.10,+0.05,223
2606,裕民,"1,956,000","56,406,350",28.75,29.05,28.35,29.00,+0.60,887
2607,榮運,"1,102,000","14,124,350",12.85,12.90,12.75,12.90,+0.05,238
2608,嘉里大榮,"234,000","9,426,300",40.90,40.95,40.05,40.30,-0.35,176
2609,陽明,"1,809,000","11,830,010",6.51,6.68,6.46,6.53,-0.15,508
2610,華航,"13,213,000","108,971,110",8.24,8.35,8.18,8.26,+0.02,"2,717"
2611,志信,"115,000","694,450",6.08,6.08,5.96,6.04,+0.04,47
2612,中航,"66,000","1,549,450",23.55,23.65,23.10,23.65,+0.15,47
2613,中櫃,"51,000","685,500",13.40,13.50,13.25,13.50,+0.10,35
2614,東森,"6,553,000","101,344,750",15.65,15.70,15.35,15.60,+0.05,"1,964"
2615,萬海,"571,000","9,158,350",16.00,16.15,15.95,16.10,+0.15,218
2616,山隆,"294,000","8,926,250",30.50,30.50,30.25,30.50,+0.15,55
2617,台航,"242,000","3,796,500",15.80,15.85,15.60,15.70,-0.05,146
2618,長榮航,"11,128,000","122,754,850",11.05,11.15,10.90,11.15,+0.15,"2,602"
2630,亞航,"93,000","1,500,850",16.30,16.35,16.00,16.05,-0.50,45
2633,台灣高鐵,"23,716,000","873,133,550",35.55,37.50,35.50,37.30,+1.85,"9,178"
2634,漢翔,"1,709,000","48,636,300",28.55,28.70,28.15,28.45,-0.10,773
2636,台驊投控,"827,000","20,011,750",23.95,24.40,23.95,24.30,+0.35,321
2637,慧洋-KY,"3,081,000","74,094,400",23.75,24.35,23.70,23.95,+0.35,837
2642,宅配通,"1,808,000","64,459,650",37.00,37.00,35.15,35.60,-0.80,"1,328"
2701,萬企,"386,000","4,601,800",11.75,12.10,11.65,12.00,+0.35,142
2702,華園,"1,118,000","19,186,650",16.35,17.40,16.25,17.40,+1.55,588
2704,國賓,"980,000","27,310,150",27.45,28.45,27.00,28.00,+1.10,546
2705,六福,"1,334,000","19,676,450",13.85,15.10,13.70,15.10,+1.35,453
2706,第一店,"1,044,000","13,958,850",13.10,13.70,12.95,13.55,+0.55,345
2707,晶華,"1,938,000","281,668,500",140.00,149.50,139.00,148.50,+10.00,"1,468"
2712,遠雄來,"8,000","331,050",40.25,41.95,39.85,41.95,+3.80,8
2722,夏都,"64,000","1,626,100",23.80,25.70,23.80,25.70,+2.30,51
2723,美食-KY,"3,244,000","359,650,500",106.50,114.00,106.00,114.00,+10.00,"2,278"
2727,王品,"2,572,000","184,025,500",68.80,73.50,68.50,73.10,+5.10,"1,945"
2731,雄獅,"2,227,000","165,331,900",70.50,76.50,70.50,76.50,+6.80,"1,718"
2739,寒舍,"392,000","9,230,550",23.05,23.90,23.05,23.65,+0.60,202
2748,雲品,"727,000","33,843,050",43.40,47.40,43.40,47.40,+4.30,494
2801,彰銀,"7,334,000","137,379,400",18.80,18.85,18.65,18.80,+0.05,"1,622"
2809,京城銀,"1,765,000","58,251,650",32.70,33.25,32.60,33.25,+0.70,708
2812,台中銀,"5,365,000","60,779,300",11.40,11.40,11.20,11.40, 0.00,"1,253"
2816,旺旺保,"145,000","2,767,750",19.20,19.25,19.00,19.20,-0.05,60
2820,華票,"687,000","10,090,950",14.65,14.75,14.65,14.70,+0.05,223
2823,中壽,"13,784,000","277,005,800",20.05,20.25,19.85,20.20,+0.40,"3,459"
2832,台產,"247,000","4,919,250",19.65,20.00,19.65,19.95,+0.30,121
2834,臺企銀,"12,303,000","130,806,350",10.65,10.70,10.55,10.65, 0.00,"2,427"
2836,高雄銀,"196,000","1,848,210",9.46,9.46,9.41,9.45,-0.01,55
2838,聯邦銀,"691,000","7,374,400",10.70,10.75,10.60,10.70, 0.00,164
2838A,聯邦銀甲特,"70,000","3,779,700",54.10,54.10,53.90,54.10, 0.00,25
2841,台開,"2,212,000","14,223,610",6.48,6.49,6.38,6.46,-0.01,551
2845,遠東銀,"2,212,000","23,487,250",10.65,10.65,10.55,10.65, 0.00,513
2849,安泰銀,"58,000","819,000",14.25,14.35,14.10,14.20,+0.15,26
2850,新產,"350,000","12,320,200",35.35,35.50,35.00,35.35,+0.05,165
2851,中再保,"198,000","3,717,450",18.75,19.00,18.70,19.00,+0.20,95
2852,第一保,"131,000","1,811,400",13.90,13.90,13.75,13.90,+0.15,48
2855,統一證,"995,000","13,094,600",13.10,13.25,13.10,13.25,+0.15,258
2867,三商壽,"2,722,000","25,156,160",9.33,9.36,9.15,9.27,-0.06,760
2880,華南金,"6,459,000","123,516,350",19.15,19.20,19.05,19.20,+0.10,"1,935"
2881,富邦金,"8,204,000","340,125,650",41.90,41.95,41.00,41.70, 0.00,"2,453"
2881A,富邦特,"82,000","5,327,000",64.90,65.00,64.90,65.00, 0.00,81
2881B,富邦金乙特,"78,000","4,990,900",64.00,64.00,63.80,64.00, 0.00,60
2882,國泰金,"7,566,000","295,817,150",39.30,39.50,38.85,39.15,-0.10,"3,013"
2882A,國泰特,"94,000","5,994,300",63.80,63.80,63.70,63.80, 0.00,86
2882B,國泰金乙特,"8,000","508,500",63.60,63.60,63.50,63.60,+0.10,6
2883,開發金,"15,215,000","135,584,090",8.95,8.98,8.85,8.97,+0.04,"3,201"
2884,玉山金,"18,070,000","482,887,400",26.75,26.85,26.55,26.85,+0.10,"6,295"
2885,元大金,"18,334,000","297,561,650",16.15,16.35,16.10,16.30,+0.15,"3,796"
2886,兆豐金,"9,267,000","280,587,400",30.50,30.55,30.10,30.35,-0.10,"3,153"
2887,台新金,"10,432,000","130,270,900",12.50,12.55,12.40,12.50, 0.00,"2,721"
2887E,台新戊特,"14,000","761,700",54.40,54.50,54.40,54.50, 0.00,5
2887F,台新戊特二,"2,000","104,500",52.20,52.30,52.20,52.30,-0.10,2
2888,新光金,"20,412,000","165,785,880",8.18,8.18,8.07,8.15,+0.05,"3,260"
2888A,新光金甲特,"23,000","1,019,000",44.25,44.50,44.20,44.50,+0.15,13
2889,國票金,"4,879,000","56,026,900",11.55,11.60,11.40,11.50,-0.05,"1,259"
2890,永豐金,"13,107,000","151,618,250",11.60,11.65,11.50,11.60,+0.05,"2,283"
2891,中信金,"15,111,000","296,752,500",19.55,19.75,19.50,19.75,+0.20,"4,898"
2891B,中信金乙特,"76,000","5,024,600",65.80,66.60,65.80,66.50,+0.70,67
2891C,中信金丙特,"8,000","502,000",62.60,63.00,62.60,63.00, 0.00,5
2892,第一金,"11,686,000","256,475,600",21.95,22.10,21.75,22.10,+0.15,"3,140"
2897,王道銀行,"558,000","3,910,460",7.04,7.04,6.95,7.03, 0.00,184
2897A,王道銀甲特,"139,000","1,429,900",10.30,10.30,10.25,10.30, 0.00,22
2901,欣欣,"8,000","181,150",22.70,22.70,22.45,22.70,+0.15,5
2903,遠百,"929,000","22,427,900",23.55,24.60,23.55,24.45,+0.80,453
2904,匯僑,"72,000","1,722,350",23.95,24.00,23.85,23.95,+0.05,42
2905,三商,"459,000","9,942,450",21.65,21.80,21.50,21.75,+0.15,198
2906,高林,"8,575,000","110,351,400",14.00,14.00,12.45,12.65,-1.15,"2,965"
2908,特力,"589,000","10,989,500",18.65,18.80,18.50,18.75,+0.15,306
2910,統領,"6,000","188,100",31.00,31.55,31.00,31.55,-0.05,4
2911,麗嬰房,"72,000","421,020",5.90,5.90,5.81,5.86,-0.04,36
2912,統一超,"502,000","149,878,500",300.50,300.50,297.50,298.50,-1.00,382
2913,農林,"382,000","5,406,150",14.20,14.30,14.00,14.25,+0.10,174
2915,潤泰全,"1,090,000","73,441,500",67.40,67.70,66.90,67.50,+0.40,680
2923,鼎固-KY,"80,000","1,889,750",23.70,24.05,23.50,23.70,+0.20,28
2929,淘帝-KY,"520,000","29,371,400",57.10,57.80,55.50,57.60,+0.80,383
2936,客思達-KY,"34,000","500,550",15.00,15.00,14.50,14.75,-0.05,11
2939,凱羿-KY,"135,000","18,884,000",141.50,142.50,139.00,139.50,-2.00,95
3002,歐格,"56,000","577,450",10.30,10.40,10.25,10.40,+0.10,29
3003,健和興,"611,000","23,840,600",39.65,39.70,38.70,39.10,-0.40,409
3004,豐達科,"193,000","10,566,000",55.60,55.60,54.10,55.20,-0.50,145
3005,神基,"1,173,000","51,717,950",44.35,44.40,43.70,44.25,-0.20,575
3006,晶豪科,"4,788,000","194,735,500",40.35,41.25,39.60,40.65,+0.65,"2,611"
3008,大立光,"410,000","1,568,005,000","3,880.00","3,880.00","3,770.00","3,835.00",-5.00,395
3010,華立,"706,000","39,741,200",56.50,56.80,55.50,56.80,+1.40,479
3011,今皓,"98,000","518,180",5.32,5.35,5.16,5.32,-0.10,43
3013,晟銘電,"73,000","902,750",12.30,12.40,12.25,12.40,+0.05,42
3014,聯陽,"7,729,000","456,918,300",57.90,60.80,57.00,60.70,+3.70,"4,758"
3015,全漢,"176,000","3,807,750",21.80,21.80,21.55,21.65,-0.15,103
3016,嘉晶,"21,342,000","1,483,027,900",66.50,71.00,66.00,71.00,+6.40,"12,343"
3017,奇鋐,"10,060,000","371,478,200",37.20,37.60,36.50,37.55,+0.20,"6,167"
3018,同開,"811,000","15,098,950",18.60,18.90,18.25,18.35,-0.20,277
3019,亞光,"1,437,000","98,361,200",68.90,69.50,67.10,69.00,+0.90,"1,024"
3021,鴻名,"49,000","632,600",12.80,13.00,12.80,12.90,+0.10,17
3022,威強電,"154,000","6,257,450",40.75,41.00,40.40,40.50,-0.35,109
3023,信邦,"730,000","108,118,500",147.50,150.00,146.00,150.00,+3.50,583
3024,憶聲,"4,904,000","41,055,530",7.99,8.69,7.99,8.60,+0.70,"1,457"
3025,星通,"24,000","457,050",19.10,19.10,18.90,19.10,+0.20,20
3026,禾伸堂,"3,734,000","454,356,500",122.50,125.00,119.00,124.50,+2.00,"2,625"
3027,盛達,"94,000","748,590",7.92,8.07,7.92,8.00,-0.09,41
3028,增你強,"194,000","3,652,700",18.90,18.90,18.75,18.85,-0.05,88
3029,零壹,"720,000","23,483,250",32.65,32.95,32.40,32.70,+0.10,417
3030,德律,"1,403,000","77,061,600",55.40,55.80,53.80,55.60, 0.00,924
3031,佰鴻,"409,000","5,885,500",14.45,14.60,13.75,14.60,+0.20,191
3032,偉訓,"214,000","6,204,900",29.10,29.10,28.85,29.05,+0.05,117
3033,威健,"413,000","5,953,050",14.60,14.60,14.20,14.50,-0.05,214
3034,聯詠,"2,522,000","504,064,500",200.00,203.00,195.50,202.50,+4.00,"1,795"
3035,智原,"1,733,000","75,600,950",44.00,44.20,43.00,43.70,+0.10,"1,112"
3036,文曄,"675,000","26,096,100",38.80,38.90,38.50,38.85,+0.20,358
3037,欣興,"25,284,000","985,985,450",39.30,39.75,38.10,39.40,+0.25,"10,637"
3038,全台,"12,999,000","262,573,650",20.20,20.75,19.55,20.70,+0.55,"4,674"
3040,遠見,"1,666,000","63,323,200",39.65,40.00,37.00,37.50,-2.15,"1,206"
3041,揚智,"2,239,000","37,482,800",16.80,17.20,16.20,17.15,+0.50,"1,102"
3042,晶技,"19,470,000","1,124,986,300",55.50,59.10,54.50,58.80,+3.80,"11,737"
3043,科風,"126,000","176,190",1.39,1.45,1.39,1.45,-0.04,12
3044,健鼎,"2,240,000","247,503,500",110.00,112.00,108.00,111.50,+3.00,"1,448"
3045,台灣大,"2,626,000","279,898,500",107.00,107.50,106.00,107.50,+1.00,"1,189"
3046,建碁,"10,000","119,050",11.95,11.95,11.90,11.90,-0.15,6
3047,訊舟,"370,000","2,979,620",8.12,8.14,7.98,8.05,-0.07,147
3048,益登,"1,637,000","29,323,450",17.80,18.10,17.50,18.00,+0.40,888
3049,和鑫,"3,711,000","37,444,200",10.20,10.20,10.00,10.05,-0.10,959
3050,鈺德,"226,000","2,106,500",9.42,9.43,9.10,9.42,+0.02,101
3051,力特,"358,000","1,269,410",3.70,3.74,3.45,3.50,-0.04,58
3052,夆典,"579,000","6,323,450",11.10,11.10,10.80,11.00,+0.05,181
3054,立萬利,"12,000","279,900",23.00,23.45,23.00,23.45,-0.05,12
3055,蔚華科,"108,000","2,964,150",27.80,27.80,27.25,27.35,-0.15,53
3056,總太,"4,160,000","137,270,000",32.20,33.65,32.20,33.35,+1.25,"1,827"
3057,喬鼎,"2,142,000","10,926,260",5.28,5.28,4.90,4.93,-0.13,724
3058,立德,"195,000","1,279,550",6.61,6.68,6.35,6.54,-0.19,97
3059,華晶科,"1,098,000","24,943,500",22.65,23.10,22.25,23.00,+0.35,511
3060,銘異,"4,872,000","68,121,550",13.50,14.40,13.50,13.90,+0.45,"2,087"
3062,建漢,"756,000","10,924,700",14.55,14.55,14.35,14.45,-0.10,396
3090,日電貿,"1,257,000","65,436,900",52.10,52.70,51.20,52.60,+0.60,849
3094,聯傑,"226,000","3,995,800",17.50,17.85,17.40,17.80,+0.30,146
3130,一零四,"6,000","942,000",157.00,158.00,156.00,158.00, 0.00,6
3149,正達,"1,133,000","7,793,260",7.15,7.15,6.80,6.83,-0.28,321
3164,景岳,"250,000","6,148,850",23.85,24.80,23.85,24.50,+0.65,152
3167,大量,"43,000","1,682,150",39.20,39.30,39.00,39.15,-0.05,28
3189,景碩,"11,863,000","533,921,600",46.10,46.45,44.15,45.00,-1.40,"6,449"
3209,全科,"565,000","11,369,600",20.10,20.30,19.95,20.30,+0.25,232
3229,晟鈦,"69,000","621,510",9.21,9.21,8.95,9.00,-0.17,38
3231,緯創,"9,197,000","257,828,800",28.45,28.45,27.70,28.20,-0.20,"3,628"
3257,虹冠電,"954,000","65,441,900",68.50,69.50,66.90,68.70,+0.50,635
3266,昇陽,"97,000","1,280,300",13.25,13.30,13.15,13.25, 0.00,49
3296,勝德,"39,000","502,950",12.80,13.00,12.75,12.90,-0.20,22
3305,昇貿,"92,000","1,799,450",19.65,19.70,19.45,19.70,+0.05,58
3308,聯德,"1,000","5,200",5.20,5.20,5.20,5.20,-0.25,1
3311,閎暉,"394,000","11,808,750",29.90,30.25,29.60,29.80,+0.10,259
3312,弘憶股,"291,000","4,346,150",15.10,15.10,14.80,14.95,-0.05,132
3321,同泰,"724,000","7,623,400",10.90,10.90,10.30,10.60,-0.40,323
3338,泰碩,"3,418,000","306,777,200",90.40,91.50,88.80,89.80,-1.00,"2,257"
3346,麗清,"127,000","3,233,700",25.50,25.85,25.25,25.70,+0.45,88
3356,奇偶,"1,329,000","31,451,800",23.15,24.25,22.95,23.80,+1.45,783
3376,新日興,"2,355,000","311,367,500",129.00,134.50,127.00,133.00,+5.00,"1,556"
3380,明泰,"3,394,000","90,720,250",26.85,26.85,26.65,26.70,+0.05,"2,447"
3383,新世紀,"18,000","76,110",4.18,4.29,4.18,4.29,-0.08,11
3406,玉晶光,"5,452,000","2,591,519,500",476.00,486.00,465.50,479.00,+4.00,"4,188"
3413,京鼎,"1,981,000","326,913,000",166.00,167.50,162.00,167.00,+1.50,"1,364"
3416,融程電,"111,000","6,313,100",55.50,57.40,55.50,57.40,+1.60,72
3419,譁裕,"221,000","3,048,700",13.95,13.95,13.65,13.80,-0.10,113
3432,台端,"74,000","870,900",11.90,11.95,11.60,11.70,-0.10,48
3437,榮創,"2,047,000","37,397,300",18.30,18.60,17.70,18.40, 0.00,940
3443,創意,"1,118,000","252,845,500",225.50,229.50,222.00,229.50,+5.50,949
3450,聯鈞,"2,292,000","143,752,000",63.70,63.80,61.50,63.80,+0.60,"1,664"
3454,晶睿,"191,000","13,636,400",71.80,72.10,70.00,72.00,+1.50,150
3481,群創,"31,483,000","193,338,670",6.19,6.21,6.10,6.16, 0.00,"5,614"
3494,誠研,"104,000","340,920",3.25,3.35,3.25,3.35,+0.04,47
3501,維熹,"65,000","2,897,150",44.80,44.80,44.35,44.60,-0.20,48
3504,揚明光,"433,000","26,121,800",59.60,61.60,59.00,60.90,+1.60,354
3515,華擎,"13,873,000","2,064,401,500",144.00,152.50,142.50,148.00,+9.00,"9,080"
3518,柏騰,"611,000","21,548,250",34.95,36.25,34.00,36.00,+1.20,432
3528,安馳,"31,000","1,183,400",38.60,38.60,37.80,38.40,-0.10,30
3530,晶相光,"726,000","57,671,400",79.40,81.00,77.60,81.00,+2.00,545
3532,台勝科,"807,000","120,241,000",151.00,151.50,148.00,148.50,-2.50,647
3533,嘉澤,"992,000","400,387,000",401.00,409.50,398.00,409.50,+13.00,905
3535,晶彩科,"973,000","15,377,250",15.80,16.15,15.40,15.85,+0.30,404
3536,誠創,0,0,0.00,0.00,0.00,0.00, 0.00,0
3543,州巧,"559,000","9,887,600",18.05,18.05,17.30,17.95,-0.05,291
3545,敦泰,"4,385,000","135,872,150",31.40,31.75,30.55,30.85,-0.25,"2,158"
3550,聯穎,"53,000","633,050",11.80,12.05,11.80,12.00,+0.15,28
3557,嘉威,"1,385,000","99,481,300",71.40,73.90,70.20,71.90,+0.40,949
3563,牧德,"752,000","250,917,000",337.00,338.50,325.00,338.50,+6.00,689
3576,聯合再生,"3,940,000","23,587,160",6.03,6.08,5.93,5.98,-0.03,"1,032"
3583,辛耘,"139,000","6,382,500",46.20,46.70,45.60,46.30,+0.30,112
3588,通嘉,"861,000","26,980,600",31.20,32.00,30.55,31.80,+1.15,543
3591,艾笛森,"72,000","865,650",12.25,12.25,11.90,11.95,-0.25,43
3593,力銘,"866,000","9,825,000",10.90,11.65,10.70,11.65,+1.05,295
3596,智易,"1,947,000","161,093,200",82.80,84.30,80.90,84.30,+1.60,"1,526"
3605,宏致,"712,000","17,399,400",24.15,24.95,24.10,24.45,+0.35,386
3607,谷崧,"263,000","3,116,700",11.85,12.00,11.60,11.85,-0.05,132
3617,碩天,"101,000","8,120,500",80.10,81.20,79.70,80.90,+0.90,80
3622,洋華,"149,000","2,802,250",18.75,18.95,18.65,18.90,+0.15,66
